ID,Education,Age,DaysAsCustomer,Marital_Status,Kidhome,Teenhome,Country,Recency,Purchases, Income ,CampaingsAccepted,Complain,Spent,Cluster
6357,2n Cycle,64,3603,Divorced,0,1,Saudi Arabia,29,18,59052.0,0,0,491,C
9316,Basic,71,3618,Together,0,0,USA,29,5,13084.0,0,0,29,A
3578,Graduation,74,3631,Divorced,0,1,Spain,29,12,49160.0,0,0,236,A
153,Graduation,70,3634,Divorced,0,0,Spain,29,5,23272.0,0,0,46,A
10524,Master,60,3753,Divorced,0,1,Canada,29,22,49476.0,0,0,795,C
1518,Master,58,3756,Married,1,1,Spain,29,24,62694.0,0,0,749,C
2036,PhD,50,3762,Together,0,1,India,29,17,57906.0,0,0,401,C
9495,Graduation,41,3796,Together,0,0,Spain,29,17,71853.0,0,0,1149,B
2631,Graduation,41,3796,Together,0,0,Spain,29,17,71853.0,0,0,1149,B
6312,Graduation,64,3848,Married,0,1,Germany,29,30,65031.0,0,0,863,B
615,Graduation,63,3854,Together,0,0,Spain,29,11,30507.0,0,0,343,C
4406,Graduation,53,3908,Together,0,1,Canada,29,25,67419.0,0,0,1471,D
10061,Graduation,73,3919,Married,0,1,USA,29,25,59462.0,0,0,1088,B
10619,Graduation,29,3952,Single,0,0,Saudi Arabia,29,18,95529.0,1,0,1990,D
4945,Graduation,70,3978,Widow,0,0,Spain,29,28,53653.0,0,0,1210,B
1777,Basic,43,4039,Married,0,0,Spain,29,6,25965.0,0,0,74,A
4023,Graduation,53,4040,Married,1,0,Spain,29,10,22979.0,0,0,115,A
7922,PhD,72,4065,Single,0,1,Saudi Arabia,29,25,64950.0,1,0,966,B
10699,Graduation,38,3392,Married,1,0,Saudi Arabia,30,8,44322.0,0,0,92,A
7516,Graduation,40,3417,Married,1,0,Germany,30,6,30096.0,0,0,45,A
3129,Graduation,40,3417,Married,1,0,Spain,30,6,30096.0,0,0,45,A
5121,Graduation,46,3479,Single,0,1,Canada,30,20,56628.0,1,0,761,C
2186,2n Cycle,46,3490,Together,0,0,Spain,30,22,82326.0,3,0,2257,D
10548,Graduation,28,3491,Single,0,0,Germany,30,24,71163.0,0,0,960,B
6384,Graduation,45,3517,Divorced,0,1,USA,30,21,71022.0,1,0,1453,D
2625,2n Cycle,69,3603,Single,0,1,Saudi Arabia,30,14,42607.0,0,0,350,C
1676,Graduation,48,3621,Married,0,1,Spain,30,15,43057.0,0,0,266,A
5534,Master,48,3631,Married,0,1,Spain,30,10,47808.0,1,0,224,A
6859,Graduation,36,3643,Single,1,0,Spain,30,9,29236.0,0,0,99,A
271,Graduation,54,3649,Widow,1,1,Canada,30,15,40590.0,1,0,258,A
7699,Graduation,54,3649,Widow,1,1,Canada,30,15,40590.0,1,0,258,A
7832,Master,64,3684,Married,0,1,Spain,30,23,77520.0,3,0,1526,D
938,Graduation,42,3713,Married,1,1,Spain,30,7,40211.0,1,0,87,A
7873,PhD,50,3737,Together,1,1,Canada,30,16,63516.0,0,0,300,A
9967,Graduation,49,3774,Divorced,1,1,USA,30,22,53034.0,0,0,447,C
1087,Master,48,3782,Together,1,0,Spain,30,10,22669.0,0,0,173,A
8314,Graduation,41,3829,Married,0,0,Spain,30,19,79908.0,1,0,1772,D
3762,PhD,37,3832,Single,0,0,Saudi Arabia,30,17,69867.0,1,0,925,B
10383,Graduation,57,3832,Divorced,0,0,Australia,30,21,70287.0,0,0,1093,B
6798,Graduation,57,3845,Single,1,1,Saudi Arabia,30,23,37070.0,0,0,433,C
4168,Graduation,57,3845,Single,1,1,Spain,30,23,37070.0,0,0,433,C
6690,Master,57,3851,Married,1,1,Saudi Arabia,30,11,38179.0,0,0,90,A
10602,Graduation,40,3879,Married,1,0,India,30,9,39922.0,0,0,156,A
3220,Graduation,40,3879,Married,1,0,Germany,30,9,39922.0,0,0,156,A
5424,Graduation,40,3879,Married,1,0,Saudi Arabia,30,9,39922.0,0,0,156,A
7488,Master,60,3902,Single,0,1,Spain,30,24,64191.0,0,0,825,C
5289,2n Cycle,48,3976,Single,1,1,Australia,30,6,41658.0,0,0,72,A
347,Graduation,47,4038,Divorced,0,1,Canada,30,17,40780.0,0,0,377,C
5236,Graduation,44,4052,Together,0,1,Spain,30,21,77568.0,3,0,2194,D
9478,Graduation,38,4063,Single,1,0,Spain,30,15,66503.0,0,0,401,C
477,Graduation,37,3391,Married,0,0,Spain,31,22,83512.0,4,0,2157,D
7411,PhD,59,3403,Married,1,1,Saudi Arabia,31,6,31686.0,0,0,17,A
3107,Graduation,47,3437,Together,0,1,Australia,31,13,71322.0,0,0,350,C
7437,Graduation,35,3441,Single,1,0,Australia,31,6,27938.0,0,0,29,A
255,Graduation,72,3470,Divorced,1,1,Spain,31,6,22263.0,0,1,21,A
3790,Graduation,67,3536,Together,2,1,Saudi Arabia,31,4,34633.0,0,0,15,A
749,Graduation,42,3601,Together,1,0,Spain,31,9,42162.0,1,0,145,A
1503,PhD,47,3770,Together,1,1,Spain,31,1,162397.0,0,0,107,A
8650,Graduation,45,3847,Widow,1,1,Spain,31,5,54162.0,0,0,42,A
607,2n Cycle,68,3880,Divorced,0,1,India,31,22,41769.0,0,0,521,C
1008,PhD,42,3934,Together,0,0,Germany,31,24,44953.0,1,0,1021,B
9396,PhD,45,3962,Married,1,0,Saudi Arabia,31,4,37717.0,0,0,25,A
933,PhD,45,3962,Married,1,0,Spain,31,4,37717.0,0,0,25,A
5710,Graduation,53,4006,Together,0,1,Australia,31,9,40548.0,1,0,120,A
2882,2n Cycle,48,4015,Divorced,0,1,Saudi Arabia,31,16,67893.0,0,0,995,B
2379,Graduation,70,4024,Single,0,0,Saudi Arabia,31,14,69267.0,0,0,1635,D
5342,Basic,47,4069,Divorced,1,0,Canada,31,6,9548.0,0,0,29,A
3262,Graduation,65,4070,Single,0,0,Spain,31,25,68281.0,0,0,1655,D
5832,2n Cycle,63,3449,Together,0,0,Spain,32,21,92556.0,0,0,1263,B
5025,Graduation,44,3566,Single,1,0,Spain,32,8,48526.0,0,0,135,A
569,Graduation,32,3576,Single,0,0,Spain,32,19,90273.0,3,0,1991,D
3102,2n Cycle,42,3635,Together,1,0,Canada,32,5,19414.0,0,0,32,A
9449,PhD,65,3647,Single,0,1,Saudi Arabia,32,19,79761.0,0,0,605,C
8104,PhD,72,3703,Married,0,0,Spain,32,12,53312.0,0,0,278,A
75,2n Cycle,41,3718,Together,0,0,USA,32,15,41039.0,0,0,467,C
6421,Graduation,62,3740,Together,0,0,Spain,32,21,88347.0,1,0,2116,D
3037,PhD,40,3753,Married,0,0,Canada,32,16,50150.0,0,0,410,C
4698,PhD,40,3753,Married,0,0,Spain,32,16,50150.0,0,0,410,C
948,Graduation,52,3789,Single,1,0,Spain,32,8,10245.0,0,0,41,A
6177,PhD,38,3796,Married,1,0,USA,32,10,33454.0,0,0,169,A
3517,Graduation,71,3798,Single,1,1,Spain,32,10,40887.0,0,0,161,A
3491,Graduation,48,3805,Together,0,1,USA,32,29,55914.0,0,0,1260,B
7610,Graduation,40,3816,Together,1,0,Spain,32,19,37292.0,0,0,460,C
4377,Graduation,52,3917,Married,0,1,Canada,32,15,52914.0,1,0,575,C
9850,2n Cycle,51,3956,Married,1,0,Spain,32,4,24884.0,0,0,19,A
5544,Graduation,53,3975,Single,0,1,Spain,32,22,67384.0,1,0,1490,D
6497,Graduation,63,3978,Married,0,1,Australia,32,17,51651.0,0,0,433,C
4543,Graduation,43,3985,Married,0,0,Saudi Arabia,32,19,82497.0,1,0,1919,D
5117,2n Cycle,60,4075,Married,0,0,Spain,32,18,32632.0,0,0,576,C
1448,Master,60,3383,Married,1,2,India,33,9,33562.0,0,0,51,A
6887,Graduation,56,3445,Single,1,1,Germany,33,19,79146.0,0,0,564,C
7500,Graduation,56,3445,Single,1,1,Spain,33,19,79146.0,0,0,564,C
2724,Master,42,3470,Single,1,0,Spain,33,4,36143.0,0,0,19,A
2256,Master,50,3471,Married,1,1,Spain,33,6,27159.0,0,0,21,A
1100,Master,63,3476,Together,1,2,Canada,33,11,41275.0,0,0,61,A
7725,2n Cycle,58,3492,Married,0,0,India,33,16,76800.0,0,0,641,C
2612,Graduation,36,3566,Married,0,0,Saudi Arabia,33,25,75794.0,1,0,1682,D
113,Graduation,72,3727,Married,1,1,Spain,33,6,30833.0,0,0,28,A
2868,PhD,74,3826,Single,1,1,USA,33,8,26518.0,0,0,57,A
4216,Graduation,42,3871,Single,0,0,Spain,33,26,91065.0,2,0,1474,D
199,Master,61,3904,Single,0,0,Canada,33,13,45183.0,1,0,315,A
359,Graduation,73,3911,Together,0,1,Spain,33,19,48070.0,0,1,504,C
8842,Graduation,52,3930,Widow,1,1,Spain,33,8,30372.0,0,0,44,A
2154,Graduation,52,3930,Widow,1,1,Spain,33,8,30372.0,0,0,44,A
6050,2n Cycle,48,3944,Married,0,1,India,33,26,57036.0,1,0,1513,D
9204,Graduation,53,4034,Widow,0,1,Spain,33,17,66731.0,0,0,1029,B
4472,PhD,53,3381,Divorced,1,0,Australia,34,6,35682.0,0,0,57,A
6864,Master,34,3417,Divorced,0,0,Australia,34,8,10979.0,0,0,30,A
10617,Master,34,3417,Divorced,0,0,Spain,34,8,10979.0,0,0,30,A
3924,PhD,58,3483,Divorced,0,1,Saudi Arabia,34,28,57912.0,1,0,916,B
5654,Graduation,51,3484,Married,2,1,Australia,34,7,36026.0,0,0,61,A
9216,Graduation,52,3536,Married,1,1,Canada,34,7,35788.0,0,0,44,A
8086,Graduation,64,3579,Married,1,1,Saudi Arabia,34,7,42243.0,0,0,55,A
9097,Graduation,67,3617,Divorced,0,1,Spain,34,16,46086.0,0,0,343,C
7631,Master,45,3645,Together,1,0,India,34,23,61346.0,0,0,989,B
7275,Master,52,3647,Single,1,1,USA,34,10,33316.0,0,0,131,A
8334,Master,52,3647,Single,1,1,Spain,34,10,33316.0,0,0,131,A
1987,Basic,36,3656,Single,1,0,Spain,34,7,21063.0,0,0,59,A
2281,Graduation,53,3666,Single,1,0,Germany,34,4,33697.0,1,0,28,A
7034,2n Cycle,45,3680,Married,1,0,Canada,34,7,25804.0,0,0,55,A
2797,Graduation,46,3692,Married,0,1,Spain,34,26,72117.0,0,0,1073,B
3934,Graduation,57,3710,Married,0,1,India,34,18,61286.0,0,0,608,C
2493,Graduation,57,3710,Married,0,1,Germany,34,18,61286.0,0,0,608,C
3759,Graduation,65,3718,Together,0,2,Spain,34,26,65196.0,1,0,1155,B
965,Graduation,52,3972,Divorced,0,1,USA,34,21,55635.0,0,0,590,C
7378,Master,42,4046,Together,1,0,Spain,34,22,42021.0,1,0,573,C
1859,Master,51,4050,Married,0,0,Germany,34,19,75251.0,0,0,1890,D
6263,Graduation,55,4055,Together,1,2,Spain,34,9,35322.0,0,0,106,A
2072,PhD,54,4061,Together,0,1,Canada,34,21,53374.0,1,0,1064,B
8908,Graduation,64,3431,Married,0,0,Canada,35,20,87195.0,0,0,1097,B
738,2n Cycle,42,3465,Single,1,1,India,35,12,42395.0,0,0,182,A
10129,Graduation,57,3488,Together,0,0,Spain,35,21,82427.0,1,0,1456,D
807,Master,54,3513,Together,1,1,India,35,17,44602.0,0,0,292,A
3334,Graduation,72,3516,Married,0,0,Spain,35,21,94642.0,2,0,2211,D
5423,Graduation,40,3624,Together,1,0,Saudi Arabia,35,4,28359.0,0,0,16,A
4426,Graduation,48,3659,Single,1,1,USA,35,21,55801.0,1,0,527,C
10489,Graduation,50,3693,Married,0,0,Saudi Arabia,35,23,92955.0,2,0,1778,D
2570,Graduation,55,3720,Together,0,1,Spain,35,25,56534.0,2,0,815,C
3834,Graduation,61,3848,Single,0,1,USA,35,23,69627.0,0,0,861,B
590,Master,53,3933,Divorced,0,0,Spain,35,16,78579.0,0,0,1812,D
4791,Graduation,43,3939,Together,1,1,Australia,35,5,44964.0,0,0,41,A
5304,PhD,49,4003,Single,1,0,Saudi Arabia,35,6,30899.0,0,0,33,A
2426,PhD,59,4032,Divorced,0,0,Spain,35,29,78825.0,0,0,895,B
35,Graduation,36,4038,Married,1,0,Spain,35,10,25545.0,0,0,210,A
8041,PhD,52,4038,Widow,0,1,Saudi Arabia,35,21,47111.0,0,0,1092,B
3584,PhD,68,4057,Single,0,0,Canada,35,22,49667.0,1,0,1396,B
7718,Master,76,3449,Together,0,0,Spain,36,10,66000.0,0,0,711,C
8605,PhD,59,3477,Together,1,1,Spain,36,7,46910.0,0,0,68,A
1646,Basic,51,3484,Married,1,0,Canada,36,7,25224.0,0,0,46,A
9206,Graduation,55,3552,Together,0,1,Spain,36,26,77382.0,1,0,1121,B
10757,PhD,56,3566,Divorced,1,0,Spain,36,4,28420.0,0,0,13,A
6885,Graduation,46,3589,Divorced,1,0,Canada,36,6,32952.0,0,0,55,A
907,Graduation,48,3591,Married,0,1,Spain,36,18,46149.0,0,0,362,C
3867,PhD,76,3681,Together,0,1,Spain,36,26,73059.0,0,0,1095,B
3859,PhD,76,3681,Together,0,1,Saudi Arabia,36,26,73059.0,0,0,1095,B
3265,Graduation,64,3846,Married,0,0,Spain,36,5,35701.0,0,0,46,A
4418,Master,40,3868,Single,0,0,Canada,36,25,89616.0,0,0,1644,D
4611,Graduation,53,3903,Together,0,0,Spain,36,30,105471.0,2,0,1724,D
4530,Master,75,3992,Widow,0,0,Germany,36,23,78427.0,1,0,1930,D
7736,Graduation,37,3994,Married,1,0,Spain,36,7,22518.0,1,0,61,A
9949,Graduation,47,3998,Married,0,2,Canada,36,15,59809.0,0,0,877,B
942,Graduation,41,4069,Single,1,0,Spain,36,14,39660.0,0,0,299,A
6181,2n Cycle,73,4077,Together,0,0,USA,36,27,52203.0,0,0,939,B
7660,PhD,50,3420,Alone,1,1,Canada,37,6,35860.0,1,0,49,A
2055,PhD,50,3420,Divorced,1,1,Spain,37,6,35860.0,1,0,49,A
5107,PhD,50,3420,Divorced,1,1,Spain,37,6,35860.0,1,0,49,A
1626,PhD,50,3420,Divorced,1,1,Saudi Arabia,37,6,35860.0,1,0,49,A
6428,PhD,73,3436,Widow,0,0,Spain,37,17,76842.0,0,0,1130,B
9617,Graduation,72,3453,Single,0,0,Saudi Arabia,37,5,15033.0,0,0,19,A
4339,PhD,53,3559,Married,0,1,Australia,37,28,67353.0,0,0,913,B
7235,2n Cycle,48,3581,Married,1,0,Germany,37,9,17003.0,0,0,38,A
8527,Master,58,3583,Together,1,1,Spain,37,19,65735.0,0,0,395,C
1968,Graduation,52,3588,Widow,1,0,Saudi Arabia,37,4,45684.0,0,0,28,A
9862,Graduation,54,3606,Together,1,0,Canada,37,7,21918.0,0,0,33,A
11075,Graduation,45,3622,Married,1,1,Canada,37,15,51267.0,0,0,270,A
6658,Graduation,51,3721,Together,0,1,Spain,37,32,59868.0,0,0,1194,B
4552,Graduation,32,3751,Married,0,0,Spain,37,12,51373.0,0,0,393,C
10377,Master,65,3767,Together,0,1,Spain,37,15,46692.0,0,0,397,C
5336,Master,52,3769,Together,1,0,Spain,37,2,157733.0,0,0,59,A
10350,PhD,73,3795,Married,2,1,Spain,37,5,54432.0,0,0,38,A
11071,Graduation,39,3813,Single,0,0,Canada,37,16,79607.0,0,0,1923,D
11100,Graduation,51,3823,Divorced,1,1,Canada,37,7,51813.0,0,0,63,A
6516,Basic,34,3847,Married,1,0,Australia,37,4,17487.0,0,0,18,A
1734,PhD,55,3907,Together,2,1,Saudi Arabia,37,11,40706.0,0,0,81,A
2131,PhD,64,3925,Divorced,0,1,Spain,37,23,62859.0,0,0,1307,B
6439,Graduation,65,4060,Married,0,1,Saudi Arabia,37,31,61074.0,0,0,1102,B
10591,Graduation,54,4071,Widow,0,1,Spain,37,11,43638.0,0,0,201,A
9797,Graduation,67,3456,Married,0,1,Spain,38,16,58116.0,0,0,443,C
9336,PhD,54,3478,Widow,0,1,Spain,38,21,62187.0,0,0,636,C
2174,Graduation,69,3492,Single,1,1,USA,38,6,46344.0,0,0,27,A
3197,Graduation,43,3574,Married,0,1,Spain,38,20,77353.0,0,0,670,C
9185,PhD,57,3623,Single,0,0,Spain,38,18,69759.0,0,0,1029,B
905,Graduation,37,3629,Divorced,1,0,Saudi Arabia,38,11,21846.0,0,0,84,A
10858,Graduation,48,3672,Together,1,1,Spain,38,25,76532.0,0,0,820,C
8925,Master,58,3740,Married,0,1,Spain,38,26,70053.0,0,0,1012,B
2499,2n Cycle,65,3798,Single,0,1,Spain,38,18,75342.0,0,0,563,C
1109,Master,41,3811,Together,1,0,Spain,38,4,27590.0,0,0,12,A
326,Graduation,50,3875,Married,1,1,India,38,16,51148.0,0,0,315,A
10967,Graduation,60,3887,Divorced,1,1,Saudi Arabia,38,9,33378.0,0,0,99,A
5370,PhD,50,3908,Married,1,0,Spain,38,18,32644.0,1,0,413,C
2098,PhD,54,3916,Married,2,0,Spain,38,4,33581.0,0,0,17,A
1773,2n Cycle,45,3951,Married,0,0,Saudi Arabia,38,6,12393.0,0,0,57,A
5036,PhD,39,3957,Single,1,0,Spain,38,14,42710.0,0,0,406,C
4856,2n Cycle,66,3979,Married,0,0,India,38,25,82347.0,2,0,1853,D
8722,2n Cycle,66,3979,Married,0,0,Canada,38,25,82347.0,2,0,1853,D
2156,PhD,68,3982,Married,1,1,Spain,38,10,22554.0,0,0,41,A
2569,Graduation,36,4006,Married,0,0,USA,38,5,17323.0,0,0,46,A
10151,Graduation,63,4034,Divorced,0,2,Spain,38,22,62204.0,0,0,946,B
10473,PhD,67,4036,Widow,0,1,Spain,38,20,78028.0,2,0,528,C
7079,Graduation,61,4038,Divorced,0,1,Saudi Arabia,38,32,63887.0,0,0,1245,B
6875,PhD,58,4049,Together,0,0,Canada,38,17,32727.0,0,0,529,C
6728,Graduation,38,4050,Together,1,0,Spain,38,6,29103.0,0,0,48,A
2471,Graduation,58,3381,Married,0,0,Saudi Arabia,39,12,61482.0,0,0,299,A
49,Graduation,53,3428,Single,1,0,Canada,39,5,20587.0,0,0,25,A
4973,Graduation,53,3428,Single,1,0,Canada,39,5,20587.0,0,0,25,A
6387,PhD,47,3431,Together,1,1,Saudi Arabia,39,9,52190.0,1,0,77,A
5866,Graduation,49,3480,Together,1,0,Spain,39,12,48186.0,0,0,219,A
8523,Graduation,55,3576,Married,1,0,Canada,39,10,19329.0,0,0,60,A
7901,Master,52,3614,Married,0,1,Australia,39,4,34109.0,0,0,22,A
898,Graduation,37,3630,Married,1,0,Spain,39,10,23477.0,0,0,147,A
10242,PhD,57,3665,Together,1,1,Spain,39,8,47472.0,0,0,75,A
5835,PhD,47,3741,Divorced,1,0,Spain,39,9,14849.0,0,0,65,A
6919,2n Cycle,45,3769,Married,1,0,Spain,39,9,26224.0,0,0,63,A
6197,PhD,61,3814,Single,1,1,Spain,39,9,27238.0,0,0,57,A
4201,Graduation,61,3862,Single,0,1,India,39,19,57967.0,0,0,468,C
5092,PhD,74,3881,Widow,0,1,Spain,39,19,51569.0,1,0,467,C
6566,PhD,69,3977,Married,1,1,Australia,39,28,72550.0,0,0,1319,B
6613,Master,53,4004,Married,1,0,Australia,39,26,44511.0,0,0,727,C
9094,2n Cycle,68,4074,Married,0,1,Spain,39,16,62972.0,0,0,587,C
9847,2n Cycle,68,4074,Married,0,1,Spain,39,16,62972.0,0,0,587,C
10767,PhD,34,3423,Together,0,0,USA,40,21,77845.0,2,0,1346,B
7943,PhD,48,3444,Married,1,0,Saudi Arabia,40,6,36663.0,0,0,35,A
1055,Master,47,3480,Married,1,1,Germany,40,5,53204.0,0,0,45,A
1458,Master,41,3552,Married,1,0,Spain,40,9,21059.0,0,0,44,A
8402,Master,70,3573,Married,0,1,Australia,40,22,67087.0,0,0,794,C
6246,Graduation,70,3607,Single,0,0,Canada,40,23,73892.0,0,0,1507,D
4654,Graduation,31,3613,Together,0,0,Saudi Arabia,40,19,75114.0,0,0,1253,B
6103,Graduation,75,3675,Married,0,0,Australia,40,7,42192.0,0,0,100,A
8147,Graduation,63,3737,Married,1,1,Spain,40,8,31454.0,0,0,48,A
10207,Graduation,45,3754,Together,1,0,Saudi Arabia,40,4,22775.0,0,0,15,A
4838,Graduation,45,3754,Together,1,0,India,40,4,22775.0,0,0,15,A
10219,Graduation,51,3755,Together,1,0,Canada,40,5,31590.0,0,0,38,A
2176,Graduation,51,3784,Married,1,0,Saudi Arabia,40,16,80134.0,3,0,1690,D
9121,Graduation,51,3784,Married,1,0,Australia,40,16,80134.0,3,0,1690,D
5802,Basic,51,3865,Married,0,0,Germany,40,7,14188.0,0,0,75,A
10790,PhD,38,3874,Married,1,0,Spain,40,4,18169.0,0,0,21,A
178,Graduation,67,3875,Married,0,1,Spain,40,26,62503.0,0,0,973,B
2308,Graduation,69,3967,Married,0,1,Spain,40,14,46734.0,0,0,330,A
7431,PhD,32,3975,Single,0,0,Canada,40,17,68126.0,1,0,1820,D
9405,PhD,69,4001,Married,1,1,Saudi Arabia,40,11,52869.0,0,0,172,A
10525,Graduation,37,4003,Single,1,0,Spain,40,4,26576.0,1,0,27,A
7503,Graduation,47,4004,Single,0,0,Germany,40,22,75825.0,1,0,2209,D
8783,Graduation,73,4038,Married,0,1,Australia,40,18,57045.0,0,0,454,C
1403,2n Cycle,48,4040,Together,1,1,Spain,40,6,34984.0,0,0,38,A
4643,Graduation,50,4051,Married,1,0,Australia,40,9,27803.0,0,0,176,A
3463,PhD,48,3394,Married,0,1,India,41,27,69283.0,0,0,904,B
4055,Basic,31,3410,Single,1,0,Spain,41,8,18746.0,0,0,64,A
7010,2n Cycle,58,3462,Married,0,0,Spain,41,20,70924.0,1,0,1363,B
4767,2n Cycle,58,3462,Married,0,0,Spain,41,20,70924.0,1,0,1363,B
1927,2n Cycle,50,3477,Together,0,1,Germany,41,17,69401.0,0,0,690,C
437,Master,47,3534,Divorced,0,0,Australia,41,23,75012.0,0,0,1027,B
4331,Master,45,3536,Together,0,0,Spain,41,21,85738.0,2,0,1371,B
4084,Graduation,48,3542,Together,0,1,Canada,41,23,60934.0,0,0,873,B
8135,Master,37,3623,Married,1,0,Saudi Arabia,41,5,27161.0,0,0,52,A
9750,PhD,62,3886,Divorced,0,1,Spain,41,23,64325.0,0,0,1307,B
6682,Basic,50,3944,Married,1,0,Spain,41,5,18978.0,0,0,37,A
10581,Graduation,46,3985,Married,1,0,Spain,41,21,41124.0,0,0,506,C
3710,PhD,39,4004,Single,1,0,Spain,41,7,39684.0,0,1,81,A
5207,PhD,60,4022,Married,1,1,Spain,41,29,53378.0,0,0,793,C
9360,Graduation,41,4069,Married,0,0,USA,41,12,37040.0,0,0,316,A
4679,Master,46,3416,Married,0,1,Spain,42,28,78710.0,0,0,1092,B
1340,Graduation,37,3445,Married,0,0,Spain,42,27,92910.0,3,0,1795,D
10839,Graduation,47,3455,Together,1,1,Canada,42,6,36283.0,0,0,29,A
5303,PhD,49,3461,Together,0,0,Saudi Arabia,42,20,79632.0,0,0,1113,B
9829,Graduation,45,3516,Together,1,0,Spain,42,9,28587.0,0,0,78,A
10469,Graduation,42,3523,Together,0,0,India,42,18,88325.0,0,0,1623,D
3602,Master,65,3559,Married,0,1,Spain,42,11,51412.0,0,0,195,A
4756,2n Cycle,71,3570,Divorced,0,0,Spain,42,25,63998.0,0,0,1168,B
8181,2n Cycle,45,3668,Single,1,0,Spain,42,11,38593.0,0,0,177,A
6958,Master,46,3738,Married,1,0,Australia,42,5,27889.0,0,0,26,A
10856,2n Cycle,43,3741,Single,0,1,Canada,42,5,45889.0,0,0,46,A
3321,PhD,56,3799,Together,0,2,Canada,42,20,56575.0,0,0,542,C
5394,Basic,44,3848,Single,1,1,Spain,42,10,16014.0,0,0,38,A
433,Master,65,3855,Alone,1,1,Canada,42,23,61331.0,0,0,632,C
6320,Master,47,3887,Single,0,0,Spain,42,23,70893.0,0,0,1508,D
5376,Graduation,44,3918,Married,1,0,USA,42,43,2447.0,0,0,1730,D
1867,Graduation,66,3972,Single,0,0,Spain,42,19,64849.0,0,0,1336,B
4324,Graduation,34,3987,Married,1,0,Spain,42,21,42387.0,0,0,684,C
3661,2n Cycle,28,4004,Single,0,0,India,42,19,80617.0,0,0,1435,B
521,Graduation,38,4028,Together,1,0,Spain,42,18,54006.0,0,0,581,C
10403,Graduation,45,3390,Together,1,0,Canada,43,9,16531.0,0,0,44,A
7186,PhD,57,3413,Together,1,1,India,43,6,30843.0,1,0,35,A
4329,PhD,39,3416,Married,1,0,Australia,43,6,18988.0,0,0,16,A
4394,PhD,58,3416,Married,0,0,Spain,43,23,81051.0,2,0,1501,D
1717,Graduation,35,3456,Single,1,0,Saudi Arabia,43,13,39747.0,0,0,273,A
1016,PhD,64,3470,Single,0,1,Canada,43,7,34554.0,0,0,55,A
3783,PhD,64,3476,Married,1,1,Saudi Arabia,43,9,52854.0,0,0,116,A
5848,Graduation,53,3546,Together,0,0,India,43,19,81205.0,3,0,2009,D
10727,PhD,53,3601,Married,1,0,Spain,43,25,69084.0,0,0,1586,D
5299,PhD,53,3601,Married,1,0,Spain,43,25,69084.0,0,0,1586,D
6872,PhD,49,3691,Married,0,1,Saudi Arabia,43,16,65352.0,0,0,405,C
1143,Graduation,51,3704,Married,1,0,Canada,43,7,22063.0,0,0,55,A
10381,Graduation,44,3738,Single,0,1,Spain,43,4,47691.0,0,0,21,A
11007,PhD,55,3795,Married,1,0,Spain,43,5,29187.0,0,0,34,A
9145,Graduation,51,3828,Single,0,1,Canada,43,22,72504.0,0,0,1478,D
5267,Graduation,53,3851,Divorced,1,0,Spain,43,5,33986.0,0,0,44,A
9738,Master,37,3911,Together,1,0,Saudi Arabia,43,7,42386.0,0,0,100,A
10212,Master,37,3911,Together,1,0,India,43,7,42386.0,0,0,100,A
10010,PhD,70,4040,Divorced,1,1,Australia,43,11,36957.0,0,0,152,A
10069,Basic,35,4046,Together,1,0,Saudi Arabia,43,5,13724.0,1,0,58,A
2694,Graduation,56,3482,Married,0,1,Spain,44,5,42664.0,0,0,24,A
10613,PhD,65,3502,Together,1,1,Spain,44,11,37334.0,0,0,62,A
4646,2n Cycle,72,3589,Married,0,0,Canada,44,25,78497.0,1,0,978,B
6935,2n Cycle,72,3589,Married,0,0,India,44,25,78497.0,1,0,978,B
5596,2n Cycle,67,3639,Together,0,1,Saudi Arabia,44,21,58821.0,0,0,728,C
1044,Graduation,70,3790,Together,0,0,Australia,44,20,58398.0,0,0,596,C
9274,Master,62,3837,Married,0,0,Saudi Arabia,44,23,80950.0,1,0,1213,B
9076,PhD,43,3919,Married,1,0,Saudi Arabia,44,13,30732.0,0,0,185,A
4947,2n Cycle,57,4031,Single,0,0,Spain,44,24,89572.0,2,0,2059,D
10176,Graduation,55,4053,Single,0,1,Spain,44,23,57107.0,2,0,416,C
3507,Graduation,53,4060,Single,1,0,USA,44,14,76467.0,0,0,1575,D
10341,Graduation,75,3505,Together,0,0,Australia,45,10,51315.0,0,0,222,A
2639,Graduation,57,3549,Single,1,1,Saudi Arabia,45,9,43602.0,0,0,68,A
6201,Graduation,45,3591,Single,1,1,Spain,45,7,38643.0,0,1,49,A
7397,Graduation,72,3724,Single,0,1,Spain,45,21,49090.0,0,0,688,C
2181,Graduation,53,3750,Married,0,0,Spain,45,14,70617.0,0,0,1280,B
1204,PhD,53,3782,Married,0,1,Saudi Arabia,45,30,67536.0,1,0,1829,D
1170,Graduation,48,3840,Married,1,0,Spain,45,14,27573.0,0,0,244,A
8812,2n Cycle,44,3855,Divorced,1,0,Spain,45,7,13533.0,0,0,48,A
4690,Graduation,70,3880,Married,0,1,Canada,45,21,50725.0,0,0,586,C
1715,Graduation,45,3882,Together,1,0,Australia,45,7,25851.0,0,0,48,A
10821,Graduation,45,3887,Married,1,1,Spain,45,16,57113.0,0,0,263,A
6543,Master,78,3909,Together,0,0,Canada,45,14,62847.0,0,0,1612,D
